Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-04T23:43:01,16678,479,522
Zhejiang,Mainland China,2020-02-04T23:43:01,829,0,62
Guangdong,Mainland China,2020-02-04T23:43:01,813,0,30
Henan,Mainland China,2020-02-04T23:43:02,675,2,27
Hunan,Mainland China,2020-02-04T23:43:02,593,0,31
Anhui,Mainland China,2020-02-04T23:43:02,480,0,20
Jiangxi,Mainland China,2020-02-04T23:43:03,476,0,20
Chongqing,Mainland China,2020-02-04T23:43:03,366,2,9
Jiangsu,Mainland China,2020-02-04T23:43:03,308,0,12
Sichuan,Mainland China,2020-02-04T23:43:04,282,1,14
Shandong,Mainland China,2020-02-04T23:43:04,275,0,11
Beijing,Mainland China,2020-02-04T23:43:04,228,1,23
Shanghai,Mainland China,2020-02-04T23:43:05,219,1,12
Fujian,Mainland China,2020-02-04T23:43:05,194,0,3
Heilongjiang,Mainland China,2020-02-04T23:43:05,155,2,4
Shaanxi,Mainland China,2020-02-04T23:43:06,142,0,2
Guangxi,Mainland China,2020-02-04T23:43:06,139,0,10
Hebei,Mainland China,2020-02-04T23:43:06,126,1,4
Yunnan,Mainland China,2020-02-04T23:43:07,122,0,5
Liaoning,Mainland China,2020-02-04T23:43:07,81,0,2
Shanxi,Mainland China,2020-02-04T23:43:07,81,0,4
Hainan,Mainland China,2020-02-04T23:43:08,80,1,5
Tianjin,Mainland China,2020-02-04T23:43:08,67,0,2
Guizhou,Mainland China,2020-02-04T23:43:08,58,0,2
Gansu,Mainland China,2020-02-04T23:43:09,57,0,4
Jilin,Mainland China,2020-02-04T23:43:09,42,0,1
Inner Mongolia,Mainland China,2020-02-04T23:43:09,35,0,1
Ningxia,Mainland China,2020-02-04T23:43:10,34,0,1
Xinjiang,Mainland China,2020-02-04T23:43:10,29,0,0
,Thailand,2020-02-04T23:43:10,25,0,5
,Singapore,2020-02-04T23:43:11,24,0,0
,Japan,2020-02-04T23:43:11,22,0,1
Hong Kong,Hong Kong,2020-02-04T23:43:11,17,1,0
,South Korea,2020-02-04T23:43:12,16,0,0
Qinghai,Mainland China,2020-02-04T23:43:12,15,0,0
,Germany,2020-02-04T23:43:12,12,0,0
Taiwan,Taiwan,2020-02-04T23:43:13,11,0,0
Macau,Macau,2020-02-04T23:43:13,10,0,0
,Malaysia,2020-02-04T23:43:13,10,0,0
,Vietnam,2020-02-04T23:43:14,8,0,1
,France,2020-02-04T23:43:14,6,0,0
,United Arab Emirates,2020-02-04T23:43:14,5,0,0
New South Wales,Australia,2020-02-04T23:43:15,4,0,2
Victoria,Australia,2020-02-04T23:43:15,4,0,0
Queensland,Australia,2020-02-04T23:43:15,3,0,0
,India,2020-02-04T23:43:16,3,0,0
South Australia,Australia,2020-02-04T23:43:16,2,0,0
"Toronto, ON",Canada,2020-02-04T23:43:16,2,0,0
,Italy,2020-02-04T23:43:17,2,0,0
,Philippines,2020-02-04T23:43:17,2,1,0
,Russia,2020-02-04T23:43:17,2,0,0
,UK,2020-02-04T23:43:18,2,0,0
"Chicago, IL",US,2020-02-04T23:43:18,2,0,0
"San Benito, CA",US,2020-02-04T23:43:18,2,0,0
"Santa Clara, CA",US,2020-02-04T23:43:19,2,0,0
,Belgium,2020-02-04T23:43:19,1,0,0
,Cambodia,2020-02-04T23:43:19,1,0,0
British Columbia,Canada,2020-02-04T23:43:20,1,0,0
"London, ON",Canada,2020-02-04T23:43:20,1,0,0
,Finland,2020-02-04T23:43:20,1,0,0
Tibet,Mainland China,2020-02-04T23:43:21,1,0,0
,Nepal,2020-02-04T23:43:21,1,0,0
,Spain,2020-02-04T23:43:21,1,0,0
,Sri Lanka,2020-02-04T23:43:22,1,0,0
,Sweden,2020-02-04T23:43:22,1,0,0
"Boston, MA",US,2020-02-04T23:43:22,1,0,0
"Los Angeles, CA",US,2020-02-04T23:43:23,1,0,0
"Orange, CA",US,2020-02-04T23:43:23,1,0,0
"Seattle, WA",US,2020-02-04T23:43:23,1,0,0
"Tempe, AZ",US,2020-02-04T23:43:24,1,0,0
