Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Latvia,2020-03-11T10:53:60,10,0,1,56.8796,24.6032
,Slovakia,2020-03-11T10:53:60,10,0,0,48.6690,19.6990
District of Columbia,US,2020-03-11T10:53:61,10,0,0,38.8974,-77.0268
South Carolina,US,2020-03-11T10:53:61,10,0,0,33.8569,-80.9450
South Australia,Australia,2020-03-11T10:53:62,9,0,2,-34.9285,138.6007
Western Australia,Australia,2020-03-11T10:53:62,9,1,0,-31.9505,115.8605
,Belarus,2020-03-11T10:53:63,9,0,3,53.7098,27.9534
,Colombia,2020-03-11T10:53:63,9,0,0,4.5709,-74.2973
Arizona,US,2020-03-11T10:53:64,9,0,1,33.7298,-111.4312
Maryland,US,2020-03-11T10:53:64,9,0,0,39.0639,-76.8021
Tennessee,US,2020-03-11T10:53:65,9,0,0,35.7478,-86.6923
Virginia,US,2020-03-11T10:53:65,9,0,0,37.7693,-78.1700
Quebec,Canada,2020-03-11T10:53:66,8,0,0,52.9399,-73.5491
,Maldives,2020-03-11T10:53:66,8,0,0,3.2028,73.2207
,Mexico,2020-03-11T10:53:67,8,0,4,23.0000,-102.0000
,Panama,2020-03-11T10:53:67,8,1,0,8.5380,-80.7821
Kentucky,US,2020-03-11T10:53:68,8,0,0,37.6681,-84.6701
South Dakota,US,2020-03-11T10:53:68,8,1,0,44.2998,-99.4388
,Afghanistan,2020-03-11T10:53:69,7,0,0,33.0000,65.0000
,Bosnia and Herzegovina,2020-03-11T10:53:69,7,0,0,43.9159,17.6791
,Bulgaria,2020-03-11T10:53:70,7,1,0,42.7339,25.4858
,Luxembourg,2020-03-11T10:53:70,7,0,0,49.8144,6.1317
,North Macedonia,2020-03-11T10:53:71,7,0,0,41.6086,21.7453
,Tunisia,2020-03-11T10:53:71,7,0,0,33.8869,9.5375
Nevada,US,2020-03-11T10:53:72,7,0,0,38.3135,-117.0554
North Carolina,US,2020-03-11T10:53:72,7,0,0,35.6301,-79.8064
,Cyprus,2020-03-11T10:53:73,6,0,0,35.1264,33.4299
,Malta,2020-03-11T10:53:73,6,0,0,35.9375,14.3754
Louisiana,US,2020-03-11T10:53:74,6,0,0,31.1695,-91.8678
Wisconsin,US,2020-03-11T10:53:74,6,0,1,44.2685,-89.6165
,Dominican Republic,2020-03-11T10:53:75,5,0,0,18.7357,-70.1627
,French Guiana,2020-03-11T10:53:75,5,0,0,3.9339,-53.1258
,Morocco,2020-03-11T10:53:76,5,1,0,31.7917,-7.0926
,New Zealand,2020-03-11T10:53:76,5,0,0,-40.9006,174.8860
,Paraguay,2020-03-11T10:53:77,5,0,0,-23.4425,-58.4438
Minnesota,US,2020-03-11T10:53:77,5,0,0,45.6945,-93.9002
Nebraska,US,2020-03-11T10:53:78,5,0,0,41.1254,-98.2681
New Hampshire,US,2020-03-11T10:53:78,5,0,0,43.4525,-71.5639
Rhode Island,US,2020-03-11T10:53:79,5,0,0,41.6809,-71.5118
,Senegal,2020-03-11T10:53:79,4,0,1,14.4974,-14.4524
Ohio,US,2020-03-11T10:53:80,4,0,0,40.3888,-82.7649
Tasmania,Australia,2020-03-11T10:53:80,3,0,0,-41.4545,145.9707
,Bangladesh,2020-03-11T10:53:81,3,0,0,23.6850,90.3563
,Cambodia,2020-03-11T10:53:81,3,0,1,12.5657,104.9910
,Lithuania,2020-03-11T10:53:82,3,0,0,55.1694,23.8813
,Martinique,2020-03-11T10:53:82,3,0,0,14.6415,-61.0242
,Moldova,2020-03-11T10:53:83,3,0,0,47.4116,28.3699
Connecticut,US,2020-03-11T10:53:83,3,0,0,41.5978,-72.7554
New Mexico,US,2020-03-11T10:53:84,3,0,0,34.8405,-106.2485
Utah,US,2020-03-11T10:53:84,3,0,0,40.1500,-111.8624
,Bolivia,2020-03-11T10:53:85,2,0,0,-16.2902,-63.5887
,Burkina Faso,2020-03-11T10:53:85,2,0,0,12.2383,-1.5616
,Cameroon,2020-03-11T10:53:86,2,0,0,3.8480,11.5021
Faroe Islands,Denmark,2020-03-11T10:53:86,2,0,0,61.8926,-6.9118
St Martin,France,2020-03-11T10:53:87,2,0,0,18.0708,-63.0501
,Honduras,2020-03-11T10:53:87,2,0,0,15.2000,-86.2419
,Nigeria,2020-03-11T10:53:88,2,0,0,9.0820,8.6753
,Sri Lanka,2020-03-11T10:53:88,2,0,1,7.8731,80.7718
Hawaii,US,2020-03-11T10:53:89,2,0,0,21.0943,-157.4983
Michigan,US,2020-03-11T10:53:89,2,0,0,43.3266,-84.5361
Oklahoma,US,2020-03-11T10:53:90,2,0,0,35.5653,-96.9289
Channel Islands,United Kingdom,2020-03-11T10:53:90,2,0,0,49.3723,-2.3644
,Andorra,2020-03-11T10:53:91,1,0,0,42.5063,1.5218
,Armenia,2020-03-11T10:53:91,1,0,0,40.0691,45.0382
Northern Territory,Australia,2020-03-11T10:53:92,1,0,0,-12.4634,130.8456
,Bhutan,2020-03-11T10:53:92,1,0,0,27.5142,90.4336
New Brunswick,Canada,2020-03-11T10:53:93,1,0,0,46.5653,-66.4619
Tibet,China,2020-03-11T10:53:93,1,0,1,31.6927,88.0924
,Congo (Kinshasa),2020-03-11T10:53:94,1,0,0,-4.0383,21.7587
,Cote d'Ivoire,2020-03-11T10:53:94,1,0,0,7.5400,-5.5471
Saint Barthelemy,France,2020-03-11T10:53:95,1,0,0,17.9000,-62.8333
,Holy See,2020-03-11T10:53:95,1,0,0,41.9029,12.4534
,Jamaica,2020-03-11T10:53:96,1,0,0,18.1096,-77.2975
,Jordan,2020-03-11T10:53:96,1,0,0,31.2400,36.5100
,Liechtenstein,2020-03-11T10:53:97,1,0,0,47.1400,9.5500
,Monaco,2020-03-11T10:53:97,1,0,0,43.7333,7.4167
,Mongolia,2020-03-11T10:53:98,1,0,0,46.8625,103.8467
,Nepal,2020-03-11T10:53:98,1,0,1,28.3949,84.1240
,Reunion,2020-03-11T10:53:99,1,0,0,-21.1151,55.5364
,Togo,2020-03-11T10:53:99,1,0,0,8.6195,0.8248
,Turkey,2020-03-11T10:53:100,1,0,0,38.9637,35.2433
Arkansas,US,2020-03-11T10:53:100,1,0,0,34.9697,-92.3731
Delaware,US,2020-03-11T10:53:101,1,0,0,39.3185,-75.5071
Kansas,US,2020-03-11T10:53:101,1,0,0,38.5266,-96.7265
Missouri,US,2020-03-11T10:53:102,1,0,0,38.4561,-92.2884
Montana,US,2020-03-11T10:53:102,1,0,0,46.9219,-110.4544
Vermont,US,2020-03-11T10:53:103,1,0,0,44.0459,-72.7107
,Ukraine,2020-03-11T10:53:103,1,0,0,48.3794,31.1656
Gibraltar,United Kingdom,2020-03-11T10:53:104,1,0,1,36.1408,-5.3536
From Diamond Princess,Australia,2020-03-11T10:53:104,0,0,0,35.4437,139.6380
Gansu,Mainland China,2020-03-11T10:53:105,0,0,0,36.0611,103.8343
Hebei,Mainland China,2020-03-11T10:53:105,0,0,0,38.0428,114.5149
Alaska,US,2020-03-11T10:53:106,0,0,0,61.3707,-152.4044
Idaho,US,2020-03-11T10:53:106,0,0,0,44.2405,-114.4788
Maine,US,2020-03-11T10:53:107,0,0,0,44.6939,-69.3819
Mississippi,US,2020-03-11T10:53:107,0,0,0,32.7416,-89.6787
North Dakota,US,2020-03-11T10:53:108,0,0,0,47.5289,-99.7840
West Virginia,US,2020-03-11T10:53:108,0,0,0,38.4912,-80.9545
Wyoming,US,2020-03-11T10:53:109,0,0,0,42.7560,-107.3025
,occupied Palestinian territory,2020-03-11T10:53:109,0,0,0,31.9522,35.2332
