Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Indonesia,2020-03-08T14:43:58,6,0,0,-0.7893,113.9213
,Pakistan,2020-03-08T14:43:58,6,0,1,30.3753,69.3451
,Peru,2020-03-08T14:43:59,6,0,0,-9.1900,-75.0152
"Fort Bend County, TX",US,2020-03-08T14:43:59,6,0,0,29.5693,-95.8143
"Norfolk County, MA",US,2020-03-08T14:43:60,6,0,0,42.1767,-71.1449
,Costa Rica,2020-03-08T14:43:60,5,0,0,9.7489,-83.7534
,Dominican Republic,2020-03-08T14:43:61,5,0,0,18.7357,-70.1627
,French Guiana,2020-03-08T14:43:61,5,0,0,3.9339,-53.1258
,New Zealand,2020-03-08T14:43:62,5,0,0,-40.9006,174.8860
"Harris County, TX",US,2020-03-08T14:43:62,5,0,0,29.7752,-95.3103
"Nassau County, NY",US,2020-03-08T14:43:63,5,0,0,40.6546,-73.5594
"Placer County, CA",US,2020-03-08T14:43:63,5,1,0,39.0916,-120.8039
"Unassigned Location, WA",US,2020-03-08T14:43:64,5,0,0,47.7511,-120.7401
,Afghanistan,2020-03-08T14:43:64,4,0,0,33.0000,65.0000
,Bulgaria,2020-03-08T14:43:65,4,0,0,42.7339,25.4858
" Montreal, QC",Canada,2020-03-08T14:43:65,4,0,0,45.5017,-73.5673
,Maldives,2020-03-08T14:43:66,4,0,0,3.2028,73.2207
,Senegal,2020-03-08T14:43:66,4,0,1,14.4974,-14.4524
"Bergen County, NJ",US,2020-03-08T14:43:67,4,0,0,40.9263,-74.0770
"Grafton County, NH",US,2020-03-08T14:43:67,4,0,0,43.9088,-71.8260
"Montgomery County, MD",US,2020-03-08T14:43:68,4,0,0,39.1547,-77.2405
"Montgomery County, PA",US,2020-03-08T14:43:68,4,0,0,40.2290,-75.3879
"Pierce County, WA",US,2020-03-08T14:43:69,4,0,0,47.0676,-122.1295
Western Australia,Australia,2020-03-08T14:43:69,3,1,0,-31.9505,115.8605
,Bangladesh,2020-03-08T14:43:70,3,0,0,23.6850,90.3563
,Bosnia and Herzegovina,2020-03-08T14:43:70,3,0,0,43.9159,17.6791
"Edmonton, Alberta",Canada,2020-03-08T14:43:71,3,0,0,53.5461,-113.4938
,Luxembourg,2020-03-08T14:43:71,3,0,0,49.8144,6.1317
,Malta,2020-03-08T14:43:72,3,0,0,35.9375,14.3754
,North Macedonia,2020-03-08T14:43:72,3,0,0,41.6086,21.7453
,Saint Barthelemy,2020-03-08T14:43:73,3,0,0,17.9000,-62.8333
,Slovakia,2020-03-08T14:43:73,3,0,0,48.6690,19.6990
,South Africa,2020-03-08T14:43:74,3,0,0,-30.5595,22.9375
"Douglas County, CO",US,2020-03-08T14:43:74,3,0,0,39.2587,-104.9389
"Fulton County, GA",US,2020-03-08T14:43:75,3,0,0,33.8034,-84.3963
"Maricopa County, AZ",US,2020-03-08T14:43:75,3,0,1,33.2918,-112.4291
"Orange County, CA",US,2020-03-08T14:43:76,3,0,0,33.7879,-117.8531
"Providence County, RI",US,2020-03-08T14:43:76,3,0,0,41.8882,-71.4774
"San Diego County, CA",US,2020-03-08T14:43:77,3,0,1,32.7157,-117.1611
Tasmania,Australia,2020-03-08T14:43:77,2,0,0,-41.4545,145.9707
,Cambodia,2020-03-08T14:43:78,2,0,1,11.5500,104.9167
,Cameroon,2020-03-08T14:43:78,2,0,0,3.8480,11.5021
,Faroe Islands,2020-03-08T14:43:79,2,0,0,61.8926,-6.9118
,Latvia,2020-03-08T14:43:79,2,0,0,56.8796,24.6032
,Martinique,2020-03-08T14:43:80,2,0,0,14.6415,-61.0242
,Morocco,2020-03-08T14:43:80,2,0,0,31.7917,-7.0926
,Tunisia,2020-03-08T14:43:81,2,0,0,33.8869,9.5375
"Alameda County, CA",US,2020-03-08T14:43:81,2,0,0,37.6017,-121.7195
"Broward County, FL",US,2020-03-08T14:43:82,2,0,0,26.1901,-80.3659
"Clark County, NV",US,2020-03-08T14:43:82,2,0,0,36.0796,-115.0940
"Denver County, CO",US,2020-03-08T14:43:83,2,0,0,39.7392,-104.9903
"Fairfax County, VA",US,2020-03-08T14:43:83,2,0,0,38.9085,-77.2405
"Hillsborough, FL",US,2020-03-08T14:43:84,2,0,0,27.9904,-82.3018
"Jackson County, OR ",US,2020-03-08T14:43:84,2,0,0,42.3345,-122.7647
"Lee County, FL",US,2020-03-08T14:43:85,2,1,0,26.6630,-81.9535
"Pinal County, AZ",US,2020-03-08T14:43:85,2,0,0,32.8162,-111.2845
"Rockingham County, NH",US,2020-03-08T14:43:86,2,0,0,42.9931,-71.0498
"Rockland County, NY",US,2020-03-08T14:43:86,2,0,0,41.1489,-73.9830
"Sacramento County, CA",US,2020-03-08T14:43:87,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-08T14:43:87,2,0,0,36.5761,-120.9876
"San Mateo, CA",US,2020-03-08T14:43:88,2,0,0,37.5630,-122.3255
"Saratoga County, NY",US,2020-03-08T14:43:88,2,0,0,43.0324,-73.9360
"Summit County, CO",US,2020-03-08T14:43:89,2,0,0,39.5912,-106.0640
"Washington, D.C.",US,2020-03-08T14:43:89,2,0,0,38.9072,-77.0369
"Washoe County, NV",US,2020-03-08T14:43:90,2,0,0,40.5608,-119.6035
,Andorra,2020-03-08T14:43:90,1,0,0,42.5063,1.5218
,Armenia,2020-03-08T14:43:91,1,0,0,40.0691,45.0382
,Bhutan,2020-03-08T14:43:91,1,0,0,27.5142,90.4336
"Calgary, Alberta",Canada,2020-03-08T14:43:92,1,0,0,51.0447,-114.0719
"London, ON",Canada,2020-03-08T14:43:92,1,0,1,42.9849,-81.2453
,Colombia,2020-03-08T14:43:93,1,0,0,4.5709,-74.2973
,Gibraltar,2020-03-08T14:43:93,1,0,0,36.1408,-5.3536
,Jordan,2020-03-08T14:43:94,1,0,0,31.2400,36.5100
,Liechtenstein,2020-03-08T14:43:94,1,0,0,47.1400,9.5500
,Lithuania,2020-03-08T14:43:95,1,0,0,55.1694,23.8813
Tibet,Mainland China,2020-03-08T14:43:95,1,0,1,31.6927,88.0924
,Moldova,2020-03-08T14:43:96,1,0,0,47.4116,28.3699
,Monaco,2020-03-08T14:43:96,1,0,0,43.7333,7.4167
,Nepal,2020-03-08T14:43:97,1,0,1,28.1667,84.2500
,Nigeria,2020-03-08T14:43:97,1,0,0,9.0820,8.6753
,Paraguay,2020-03-08T14:43:98,1,0,0,-23.4425,-58.4438
,Serbia,2020-03-08T14:43:98,1,0,0,44.0165,21.0059
,Sri Lanka,2020-03-08T14:43:99,1,0,1,7.0000,81.0000
,Togo,2020-03-08T14:43:99,1,0,0,8.6195,0.8248
"Berkshire County, MA",US,2020-03-08T14:43:100,1,0,0,42.3118,-73.1822
"Charleston County, SC",US,2020-03-08T14:43:100,1,0,0,32.7957,-79.7848
"Chatham County, NC",US,2020-03-08T14:43:101,1,0,0,35.7211,-79.1781
"Clark County, WA",US,2020-03-08T14:43:101,1,0,0,45.7466,-122.5194
"Cobb County, GA",US,2020-03-08T14:43:102,1,0,0,33.8999,-84.5641
"Davidson County, TN",US,2020-03-08T14:43:102,1,0,0,36.1343,-86.8220
"Davis County, UT",US,2020-03-08T14:43:103,1,0,0,40.9629,-112.0953
"Delaware County, PA",US,2020-03-08T14:43:103,1,0,0,39.9078,-75.3879
"Douglas County, NE",US,2020-03-08T14:43:104,1,0,0,41.3148,-96.1951
"Douglas County, OR",US,2020-03-08T14:43:104,1,0,0,43.1261,-123.2492
"El Paso County, CO",US,2020-03-08T14:43:105,1,0,0,38.9108,-104.4723
"Fairfield County, CT",US,2020-03-08T14:43:105,1,0,0,41.2560,-73.3709
"Fayette County, KY",US,2020-03-08T14:43:106,1,0,0,38.0606,-84.4803
"Fresno County, CA",US,2020-03-08T14:43:106,1,0,0,36.9859,-119.2321
"Grant County, WA",US,2020-03-08T14:43:107,1,0,0,47.1981,-119.3732
"Harford County, MD",US,2020-03-08T14:43:107,1,0,0,39.5839,-76.3637
"Hendricks County, IN",US,2020-03-08T14:43:108,1,0,0,39.8065,-86.5401
"Honolulu County, HI",US,2020-03-08T14:43:108,1,0,0,21.3070,-157.8584
"Hudson County, NJ",US,2020-03-08T14:43:109,1,0,0,40.7453,-74.0535
"Humboldt County, CA",US,2020-03-08T14:43:109,1,0,0,40.7450,-123.8695
"Jefferson County, WA",US,2020-03-08T14:43:110,1,0,0,47.7425,-123.3040
"Johnson County, KS",US,2020-03-08T14:43:110,1,0,0,38.8454,-94.8521
"Kershaw County, SC",US,2020-03-08T14:43:111,1,0,0,34.3672,-80.5883
"Kittitas County, WA",US,2020-03-08T14:43:111,1,0,0,47.1750,-120.9319
"Klamath County, OR",US,2020-03-08T14:43:112,1,0,0,42.6953,-121.6142
"Madera County, CA",US,2020-03-08T14:43:112,1,0,0,37.2519,-119.6963
"Madison, WI",US,2020-03-08T14:43:113,1,0,1,43.0731,-89.4012
"Manatee County, FL",US,2020-03-08T14:43:113,1,0,0,27.4799,-82.3452
"Marion County, IN",US,2020-03-08T14:43:114,1,0,0,39.8362,-86.1752
"Marion County, OR",US,2020-03-08T14:43:114,1,0,0,44.8446,-122.5927
"Okaloosa County, FL",US,2020-03-08T14:43:115,1,0,0,30.5773,-86.6611
"Plymouth County, MA",US,2020-03-08T14:43:115,1,0,0,42.1615,-70.7928
"Polk County, GA",US,2020-03-08T14:43:116,1,0,0,34.0132,-85.1479
"Ramsey County, MN",US,2020-03-08T14:43:116,1,0,0,44.9964,-93.0616
"Riverside County, CA",US,2020-03-08T14:43:117,1,0,0,33.9533,-117.3961
"San Antonio, TX",US,2020-03-08T14:43:117,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-08T14:43:118,1,1,0,30.7690,-86.9824
"Sarasota, FL",US,2020-03-08T14:43:118,1,0,0,27.3364,-82.5307
"Shelby County, TN",US,2020-03-08T14:43:119,1,0,0,35.1269,-89.9253
"Sonoma County, CA",US,2020-03-08T14:43:119,1,0,0,38.5780,-122.9888
"Spokane County, WA",US,2020-03-08T14:43:120,1,0,0,47.6587,-117.4225
"St. Louis County, MO",US,2020-03-08T14:43:120,1,0,0,38.6103,-90.4125
"Suffolk County, NY",US,2020-03-08T14:43:121,1,0,0,40.9849,-72.6151
"Tulsa County, OK",US,2020-03-08T14:43:121,1,0,0,36.1593,-95.9410
"Ulster County, NY",US,2020-03-08T14:43:122,1,0,0,41.8586,-74.3118
"Umatilla, OR",US,2020-03-08T14:43:122,1,0,0,45.7750,-118.7606
"Unassigned Location, VT",US,2020-03-08T14:43:123,1,0,0,44.3378,-72.7563
"Unknown Location, MA",US,2020-03-08T14:43:123,1,0,0,42.4072,-71.3824
"Volusia County, FL",US,2020-03-08T14:43:124,1,0,0,29.0280,-81.0755
"Wake County, NC",US,2020-03-08T14:43:124,1,0,0,35.8032,-78.5661
"Wayne County, PA",US,2020-03-08T14:43:125,1,0,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-08T14:43:125,1,0,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-08T14:43:126,1,0,0,38.7646,-121.9018
,Ukraine,2020-03-08T14:43:126,1,0,0,48.3794,31.1656
,Vatican City,2020-03-08T14:43:127,1,0,0,41.9029,12.4534
From Diamond Princess,Australia,2020-03-08T14:43:127,0,0,0,35.4437,139.6380
Northern Territory,Australia,2020-03-08T14:43:128,0,0,0,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-03-08T14:43:128,0,0,0,29.3829,-98.6134
"Montgomery County, TX",US,2020-03-08T14:43:129,0,0,0,30.3213,-95.4778
"Omaha, NE (From Diamond Princess)",US,2020-03-08T14:43:129,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-08T14:43:130,0,0,0,38.2721,-121.9399
