Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hong Kong,Hong Kong,2020-03-03T11:43:07,100,2,37,22.3000,114.2000
Jilin,Mainland China,2020-03-03T11:43:07,93,1,83,43.6661,126.1923
Gansu,Mainland China,2020-03-03T11:43:07,91,2,86,36.0611,103.8343
Xinjiang,Mainland China,2020-03-03T11:43:08,76,3,68,41.1129,85.2401
Inner Mongolia,Mainland China,2020-03-03T11:43:08,75,1,59,44.0935,113.9448
Ningxia,Mainland China,2020-03-03T11:43:08,74,0,69,37.2692,106.1655
,Kuwait,2020-03-03T11:43:08,56,0,0,29.5000,47.7500
,Switzerland,2020-03-03T11:43:08,56,0,2,46.8182,8.2275
,UK,2020-03-03T11:43:08,51,0,8,55.0000,-3.0000
,Bahrain,2020-03-03T11:43:09,49,0,0,26.0275,50.5500
Unassigned Location (From Diamond Princess),US,2020-03-03T11:43:09,45,0,0,35.4437,139.6380
,Thailand,2020-03-03T11:43:09,43,1,31,15.0000,101.0000
Taiwan,Taiwan,2020-03-03T11:43:09,42,1,12,23.7000,121.0000
,Malaysia,2020-03-03T11:43:09,36,0,22,2.5000,112.5000
,Iraq,2020-03-03T11:43:09,32,0,0,33.0000,44.0000
,Norway,2020-03-03T11:43:10,32,0,0,60.4720,8.4689
,United Arab Emirates,2020-03-03T11:43:10,27,0,5,24.0000,54.0000
,Netherlands,2020-03-03T11:43:10,24,0,0,52.1326,5.2913
,Austria,2020-03-03T11:43:10,21,0,0,47.5162,14.5501
,Sweden,2020-03-03T11:43:10,21,0,0,63.0000,16.0000
"King County, WA",US,2020-03-03T11:43:10,21,6,1,47.5480,-121.9836
"Toronto, ON",Canada,2020-03-03T11:43:11,19,0,2,43.6532,-79.3832
Qinghai,Mainland China,2020-03-03T11:43:11,18,0,18,35.7452,95.9956
,Vietnam,2020-03-03T11:43:11,16,0,16,16.0000,108.0000
New South Wales,Australia,2020-03-03T11:43:11,13,0,4,-33.8688,151.2093
,Belgium,2020-03-03T11:43:11,13,0,1,50.8333,4.0000
,Lebanon,2020-03-03T11:43:11,13,0,0,33.8547,35.8623
,Israel,2020-03-03T11:43:12,12,0,1,31.0000,35.0000
,Oman,2020-03-03T11:43:12,12,0,2,21.0000,57.0000
Queensland,Australia,2020-03-03T11:43:12,11,0,1,-28.0167,153.4000
,Iceland,2020-03-03T11:43:12,11,0,0,64.9631,-19.0208
"Santa Clara, CA",US,2020-03-03T11:43:12,11,0,1,37.3541,-121.9552
Macau,Macau,2020-03-03T11:43:12,10,0,9,22.1667,113.5500
,San Marino,2020-03-03T11:43:13,10,1,0,43.9424,12.4578
Victoria,Australia,2020-03-03T11:43:13,9,0,4,-37.8136,144.9631
British Columbia,Canada,2020-03-03T11:43:13,9,0,3,49.2827,-123.1207
,Croatia,2020-03-03T11:43:13,9,0,0,45.1667,15.5000
,Ecuador,2020-03-03T11:43:13,7,0,0,-1.8312,-78.1834
,Greece,2020-03-03T11:43:13,7,0,0,39.0742,21.8243
,Qatar,2020-03-03T11:43:14,7,0,0,25.3548,51.1839
,Denmark,2020-03-03T11:43:14,6,0,0,56.2639,9.5018
,Finland,2020-03-03T11:43:14,6,0,1,64.0000,26.0000
"Snohomish County, WA",US,2020-03-03T11:43:14,6,1,0,48.0330,-121.8339
,Algeria,2020-03-03T11:43:14,5,0,0,28.0339,1.6596
,Czech Republic,2020-03-03T11:43:14,5,0,0,49.8175,15.4730
,India,2020-03-03T11:43:15,5,0,3,21.0000,78.0000
,Mexico,2020-03-03T11:43:15,5,0,1,23.0000,-102.0000
,Pakistan,2020-03-03T11:43:15,5,0,0,30.3753,69.3451
"Cook County, IL",US,2020-03-03T11:43:15,4,0,2,41.7377,-87.6976
South Australia,Australia,2020-03-03T11:43:15,3,0,2,-34.9285,138.6007
,Azerbaijan,2020-03-03T11:43:15,3,0,0,40.1431,47.5769
,Georgia,2020-03-03T11:43:16,3,0,0,42.3154,43.3569
,Philippines,2020-03-03T11:43:16,3,1,1,13.0000,122.0000
,Romania,2020-03-03T11:43:16,3,0,0,46.0000,25.0000
,Russia,2020-03-03T11:43:16,3,0,2,60.0000,90.0000
Western Australia,Australia,2020-03-03T11:43:16,2,1,0,-31.9505,115.8605
,Brazil,2020-03-03T11:43:16,2,0,0,-14.2350,-51.9253
,Egypt,2020-03-03T11:43:17,2,0,1,26.0000,30.0000
,Estonia,2020-03-03T11:43:17,2,0,0,58.5953,25.0136
,Indonesia,2020-03-03T11:43:17,2,0,0,-0.7893,113.9213
,Ireland,2020-03-03T11:43:17,2,0,0,53.1424,-7.6921
,Portugal,2020-03-03T11:43:17,2,0,0,39.3999,-8.2245
,Senegal,2020-03-03T11:43:17,2,0,0,14.4974,-14.4524
"Fulton County, GA",US,2020-03-03T11:43:18,2,0,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-03T11:43:18,2,0,0,43.9088,-71.8260
"Hillsborough, FL",US,2020-03-03T11:43:18,2,0,0,27.9904,-82.3018
"Providence, RI",US,2020-03-03T11:43:18,2,0,0,41.8240,-71.4128
"Sacramento County, CA",US,2020-03-03T11:43:18,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-03T11:43:18,2,0,0,36.5761,-120.9876
"San Diego County, CA",US,2020-03-03T11:43:19,2,0,1,32.7157,-117.1611
"San Mateo, CA",US,2020-03-03T11:43:19,2,0,0,37.5630,-122.3255
"Washington County, OR",US,2020-03-03T11:43:19,2,0,0,45.5470,-123.1386
,Afghanistan,2020-03-03T11:43:19,1,0,0,33.0000,65.0000
,Andorra,2020-03-03T11:43:19,1,0,0,42.5063,1.5218
,Argentina,2020-03-03T11:43:19,1,0,0,-38.4161,-63.6167
,Armenia,2020-03-03T11:43:20,1,0,0,40.0691,45.0382
Tasmania,Australia,2020-03-03T11:43:20,1,0,0,-41.4545,145.9707
,Belarus,2020-03-03T11:43:20,1,0,0,53.7098,27.9534
,Cambodia,2020-03-03T11:43:20,1,0,1,11.5500,104.9167
" Montreal, QC",Canada,2020-03-03T11:43:20,1,0,0,45.5017,-73.5673
"London, ON",Canada,2020-03-03T11:43:20,1,0,1,42.9849,-81.2453
,Chile,2020-03-03T11:43:21,1,0,0,-35.6751,-71.5430
,Dominican Republic,2020-03-03T11:43:21,1,0,0,18.7357,-70.1627
,Jordan,2020-03-03T11:43:21,1,0,0,31.2400,36.5100
,Latvia,2020-03-03T11:43:21,1,0,0,56.8796,24.6032
,Lithuania,2020-03-03T11:43:21,1,0,0,55.1694,23.8813
,Luxembourg,2020-03-03T11:43:21,1,0,0,49.8144,6.1317
Tibet,Mainland China,2020-03-03T11:43:22,1,0,1,31.6927,88.0924
,Monaco,2020-03-03T11:43:22,1,0,0,43.7333,7.4167
,Morocco,2020-03-03T11:43:22,1,0,0,31.7917,-7.0926
,Nepal,2020-03-03T11:43:22,1,0,1,28.1667,84.2500
,New Zealand,2020-03-03T11:43:22,1,0,0,-40.9006,174.8860
,Nigeria,2020-03-03T11:43:22,1,0,0,9.0820,8.6753
,North Macedonia,2020-03-03T11:43:23,1,0,0,41.6086,21.7453
,Saudi Arabia,2020-03-03T11:43:23,1,0,0,24.0000,45.0000
,Sri Lanka,2020-03-03T11:43:23,1,0,1,7.0000,81.0000
" Norfolk County, MA",US,2020-03-03T11:43:23,1,0,0,42.1767,-71.1449
"Berkeley, CA",US,2020-03-03T11:43:23,1,0,0,37.8715,-122.2730
"Boston, MA",US,2020-03-03T11:43:23,1,0,1,42.3601,-71.0589
"Humboldt County, CA",US,2020-03-03T11:43:24,1,0,0,40.7450,-123.8695
"Los Angeles, CA",US,2020-03-03T11:43:24,1,0,0,34.0522,-118.2437
"Madison, WI",US,2020-03-03T11:43:24,1,0,1,43.0731,-89.4012
"Maricopa County, AZ",US,2020-03-03T11:43:24,1,0,0,33.2918,-112.4291
"New York City, NY",US,2020-03-03T11:43:24,1,0,0,40.7128,-74.0060
"Orange, CA",US,2020-03-03T11:43:24,1,0,0,33.7879,-117.8531
"Placer County, CA",US,2020-03-03T11:43:25,1,0,0,39.0916,-120.8039
"San Antonio, TX",US,2020-03-03T11:43:25,1,0,0,29.4241,-98.4936
"Sarasota, FL",US,2020-03-03T11:43:25,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-03T11:43:25,1,0,0,38.5780,-122.9888
"Tempe, AZ",US,2020-03-03T11:43:25,1,0,1,33.4255,-111.9400
"Umatilla, OR",US,2020-03-03T11:43:25,1,0,0,45.7750,-118.7606
"Wake County, NC",US,2020-03-03T11:43:26,1,0,0,35.8032,-78.5661
"Westchester County, NY",US,2020-03-03T11:43:26,1,0,0,41.1220,-73.7949
,Ukraine,2020-03-03T11:43:26,1,0,0,48.3794,31.1656
From Diamond Princess,Australia,2020-03-03T11:43:26,0,0,0,35.4437,139.6380
"Lackland, TX (From Diamond Princess)",US,2020-03-03T11:43:26,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-03-03T11:43:26,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-03T11:43:27,0,0,0,38.2721,-121.9399
