Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,Belarus,2020-02-28T00:43:41,1,0,0
,Belgium,2020-02-28T00:43:42,1,0,1
,Brazil,2020-02-28T00:43:42,1,0,0
,Cambodia,2020-02-28T00:43:43,1,0,1
" Montreal, QC",Canada,2020-02-28T00:43:43,1,0,0
"London, ON",Canada,2020-02-28T00:43:44,1,0,1
,Denmark,2020-02-28T00:43:44,1,0,0
,Egypt,2020-02-28T00:43:45,1,0,1
,Estonia,2020-02-28T00:43:45,1,0,0
,Georgia,2020-02-28T00:43:46,1,0,0
,Iceland,2020-02-28T00:43:46,1,0,0
,Lithuania,2020-02-28T00:43:47,1,0,0
Tibet,Mainland China,2020-02-28T00:43:47,1,0,1
,Mexico,2020-02-28T00:43:48,1,0,0
,Nepal,2020-02-28T00:43:48,1,0,1
,Netherlands,2020-02-28T00:43:49,1,0,0
,New Zealand,2020-02-28T00:43:49,1,0,0
,Nigeria,2020-02-28T00:43:50,1,0,0
,North Ireland,2020-02-28T00:43:50,1,0,0
,North Macedonia,2020-02-28T00:43:51,1,0,0
,San Marino,2020-02-28T00:43:51,1,0,0
,Sri Lanka,2020-02-28T00:43:52,1,0,1
"Boston, MA",US,2020-02-28T00:43:52,1,0,1
"Humboldt County, CA",US,2020-02-28T00:43:53,1,0,0
"Los Angeles, CA",US,2020-02-28T00:43:53,1,0,0
"Madison, WI",US,2020-02-28T00:43:54,1,0,0
"Orange, CA",US,2020-02-28T00:43:54,1,0,0
"San Antonio, TX",US,2020-02-28T00:43:55,1,0,0
"Seattle, WA",US,2020-02-28T00:43:55,1,0,1
"Tempe, AZ",US,2020-02-28T00:43:56,1,0,1
"Lackland, TX (From Diamond Princess)",US,2020-02-28T00:43:56,0,0,0
"Omaha, NE (From Diamond Princess)",US,2020-02-28T00:43:57,0,0,0
"Travis, CA (From Diamond Princess)",US,2020-02-28T00:43:57,0,0,0
