Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-11T23:33:02,33366,1068,2639
Guangdong,Mainland China,2020-02-11T23:33:02,1177,1,212
Zhejiang,Mainland China,2020-02-11T23:33:02,1117,0,270
Henan,Mainland China,2020-02-11T23:33:02,1105,7,218
Hunan,Mainland China,2020-02-11T23:33:02,912,1,247
Anhui,Mainland China,2020-02-11T23:33:02,860,4,105
Jiangxi,Mainland China,2020-02-11T23:33:02,804,1,128
Jiangsu,Mainland China,2020-02-11T23:33:02,515,0,93
Chongqing,Mainland China,2020-02-11T23:33:03,505,3,79
Shandong,Mainland China,2020-02-11T23:33:03,487,1,80
Sichuan,Mainland China,2020-02-11T23:33:03,417,1,85
Heilongjiang,Mainland China,2020-02-11T23:33:03,360,8,28
Beijing,Mainland China,2020-02-11T23:33:04,342,3,48
Shanghai,Mainland China,2020-02-11T23:33:04,303,1,52
Fujian,Mainland China,2020-02-11T23:33:04,267,0,45
Hebei,Mainland China,2020-02-11T23:33:04,239,2,48
Shaanxi,Mainland China,2020-02-11T23:33:05,219,0,32
Guangxi,Mainland China,2020-02-11T23:33:05,215,1,33
Yunnan,Mainland China,2020-02-11T23:33:05,153,0,20
Hainan,Mainland China,2020-02-11T23:33:05,144,3,20
Diamond Princess cruise ship,Others,2020-02-11T23:33:06,135,0,0
Guizhou,Mainland China,2020-02-11T23:33:06,127,1,17
Shanxi,Mainland China,2020-02-11T23:33:06,124,0,30
Liaoning,Mainland China,2020-02-11T23:33:06,111,0,19
Tianjin,Mainland China,2020-02-11T23:33:07,106,2,10
Gansu,Mainland China,2020-02-11T23:33:07,86,2,24
Jilin,Mainland China,2020-02-11T23:33:07,81,1,18
Inner Mongolia,Mainland China,2020-02-11T23:33:07,58,0,5
Xinjiang,Mainland China,2020-02-11T23:33:08,55,0,3
Ningxia,Mainland China,2020-02-11T23:33:08,53,0,22
Hong Kong,Hong Kong,2020-02-11T23:33:08,49,1,0
,Singapore,2020-02-11T23:33:08,47,0,9
,Thailand,2020-02-11T23:33:09,33,0,10
,South Korea,2020-02-11T23:33:09,28,0,3
,Japan,2020-02-11T23:33:09,26,0,9
Qinghai,Mainland China,2020-02-11T23:33:09,18,0,5
,Malaysia,2020-02-11T23:33:10,18,0,3
Taiwan,Taiwan,2020-02-11T23:33:10,18,0,1
,Germany,2020-02-11T23:33:10,16,0,0
,Vietnam,2020-02-11T23:33:10,15,0,6
,France,2020-02-11T23:33:11,11,0,0
Macau,Macau,2020-02-11T23:33:11,10,0,1
,UK,2020-02-11T23:33:11,8,0,0
,United Arab Emirates,2020-02-11T23:33:11,8,0,0
Queensland,Australia,2020-02-11T23:33:12,5,0,0
New South Wales,Australia,2020-02-11T23:33:12,4,0,2
Victoria,Australia,2020-02-11T23:33:12,4,0,0
British Columbia,Canada,2020-02-11T23:33:12,4,0,0
,India,2020-02-11T23:33:13,3,0,0
,Italy,2020-02-11T23:33:13,3,0,0
,Philippines,2020-02-11T23:33:13,3,1,0
South Australia,Australia,2020-02-11T23:33:13,2,0,0
"Toronto, ON",Canada,2020-02-11T23:33:14,2,0,0
,Russia,2020-02-11T23:33:14,2,0,0
,Spain,2020-02-11T23:33:14,2,0,0
"Chicago, IL",US,2020-02-11T23:33:14,2,0,2
"San Benito, CA",US,2020-02-11T23:33:15,2,0,0
"Santa Clara, CA",US,2020-02-11T23:33:15,2,0,0
,Belgium,2020-02-11T23:33:15,1,0,0
,Cambodia,2020-02-11T23:33:15,1,0,0
"London, ON",Canada,2020-02-11T23:33:16,1,0,0
,Finland,2020-02-11T23:33:16,1,0,0
Tibet,Mainland China,2020-02-11T23:33:16,1,0,0
,Nepal,2020-02-11T23:33:16,1,0,0
,Sri Lanka,2020-02-11T23:33:17,1,0,1
,Sweden,2020-02-11T23:33:17,1,0,0
"Boston, MA",US,2020-02-11T23:33:17,1,0,0
"Los Angeles, CA",US,2020-02-11T23:33:17,1,0,0
"Madison, WI",US,2020-02-11T23:33:18,1,0,0
"Orange, CA",US,2020-02-11T23:33:18,1,0,0
"San Diego County, CA",US,2020-02-11T23:33:18,1,0,0
"Seattle, WA",US,2020-02-11T23:33:18,1,0,1
"Tempe, AZ",US,2020-02-11T23:33:19,1,0,0
