Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
"Providence, RI",US,2020-03-02T15:03:70,2,0,0,41.8240,-71.4128
"Sacramento County, CA",US,2020-03-02T15:03:70,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-02T15:03:71,2,0,0,36.5761,-120.9876
"San Diego County, CA",US,2020-03-02T15:03:71,2,0,1,32.7157,-117.1611
,Afghanistan,2020-03-02T15:03:72,1,0,0,33.0000,65.0000
,Andorra,2020-03-02T15:03:72,1,0,0,42.5063,1.5218
,Armenia,2020-03-02T15:03:73,1,0,0,40.0691,45.0382
Tasmania,Australia,2020-03-02T15:03:73,1,0,0,-41.4545,145.9707
,Belarus,2020-03-02T15:03:74,1,0,0,53.7098,27.9534
,Cambodia,2020-03-02T15:03:74,1,0,1,11.5500,104.9167
" Montreal, QC",Canada,2020-03-02T15:03:75,1,0,0,45.5017,-73.5673
"London, ON",Canada,2020-03-02T15:03:75,1,0,1,42.9849,-81.2453
,Dominican Republic,2020-03-02T15:03:76,1,0,0,18.7357,-70.1627
,Estonia,2020-03-02T15:03:76,1,0,0,58.5953,25.0136
,Ireland,2020-03-02T15:03:77,1,0,0,53.1424,-7.6921
,Latvia,2020-03-02T15:03:77,1,0,0,56.8796,24.6032
,Lithuania,2020-03-02T15:03:78,1,0,0,55.1694,23.8813
,Luxembourg,2020-03-02T15:03:78,1,0,0,49.8153,6.1296
Tibet,Mainland China,2020-03-02T15:03:79,1,0,1,31.6927,88.0924
,Monaco,2020-03-02T15:03:79,1,0,0,43.7333,7.4167
,Morocco,2020-03-02T15:03:80,1,0,0,31.7917,-7.0926
,Nepal,2020-03-02T15:03:80,1,0,1,28.1667,84.2500
,New Zealand,2020-03-02T15:03:81,1,0,0,-40.9006,174.8860
,Nigeria,2020-03-02T15:03:81,1,0,0,9.0820,8.6753
,North Macedonia,2020-03-02T15:03:82,1,0,0,41.6086,21.7453
,Saudi Arabia,2020-03-02T15:03:82,1,0,0,24.0000,45.0000
,Senegal,2020-03-02T15:03:83,1,0,0,14.4974,-14.4524
,Sri Lanka,2020-03-02T15:03:83,1,0,1,7.0000,81.0000
"Boston, MA",US,2020-03-02T15:03:84,1,0,1,42.3601,-71.0589
"Grafton County, NH",US,2020-03-02T15:03:84,1,0,0,43.9088,-71.8260
"Hillsborough, FL",US,2020-03-02T15:03:85,1,0,0,27.9904,-82.3018
"Humboldt County, CA",US,2020-03-02T15:03:85,1,0,0,40.7450,-123.8695
"Los Angeles, CA",US,2020-03-02T15:03:86,1,0,0,34.0522,-118.2437
"Madison, WI",US,2020-03-02T15:03:86,1,0,0,43.0731,-89.4012
"New York City, NY",US,2020-03-02T15:03:87,1,0,0,40.7128,-74.0060
"Orange, CA",US,2020-03-02T15:03:87,1,0,0,33.7879,-117.8531
"Placer County, CA",US,2020-03-02T15:03:88,1,0,0,39.0916,-120.8039
"San Antonio, TX",US,2020-03-02T15:03:88,1,0,0,29.4241,-98.4936
"San Mateo, CA",US,2020-03-02T15:03:89,1,0,0,37.5630,-122.3255
"Sarasota, FL",US,2020-03-02T15:03:89,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-02T15:03:90,1,0,0,38.5780,-122.9888
"Tempe, AZ",US,2020-03-02T15:03:90,1,0,1,33.4255,-111.9400
"Umatilla, OR",US,2020-03-02T15:03:91,1,0,0,45.7750,-118.7606
From Diamond Princess,Australia,2020-03-02T15:03:91,0,0,0,35.4437,139.6380
"Lackland, TX (From Diamond Princess)",US,2020-03-02T15:03:92,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-03-02T15:03:92,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-02T15:03:93,0,0,0,38.2721,-121.9399
