Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Jilin,Mainland China,2020-03-09T14:33:25,93,1,91,43.6661,126.1923
,Denmark,2020-03-09T14:33:26,90,0,1,56.2639,9.5018
"King County, WA",US,2020-03-09T14:33:26,83,17,1,47.5480,-121.9836
Xinjiang,Mainland China,2020-03-09T14:33:27,76,3,73,41.1129,85.2401
Inner Mongolia,Mainland China,2020-03-09T14:33:27,75,1,70,44.0935,113.9448
Ningxia,Mainland China,2020-03-09T14:33:28,75,0,71,37.2692,106.1655
,Greece,2020-03-09T14:33:28,73,0,0,39.0742,21.8243
,Kuwait,2020-03-09T14:33:29,64,0,1,29.5000,47.7500
,Iraq,2020-03-09T14:33:29,60,6,9,33.0000,44.0000
,Iceland,2020-03-09T14:33:30,58,0,0,64.9631,-19.0208
,Egypt,2020-03-09T14:33:30,55,1,12,26.0000,30.0000
,Thailand,2020-03-09T14:33:31,50,1,31,15.0000,101.0000
New South Wales,Australia,2020-03-09T14:33:31,48,3,4,-33.8688,151.2093
Taiwan,Taiwan,2020-03-09T14:33:32,45,1,15,23.7000,121.0000
Unassigned Location (From Diamond Princess),US,2020-03-09T14:33:32,45,0,0,35.4437,139.6380
,United Arab Emirates,2020-03-09T14:33:33,45,0,7,24.0000,54.0000
,India,2020-03-09T14:33:33,43,0,3,21.0000,78.0000
,Israel,2020-03-09T14:33:34,39,0,2,31.0000,35.0000
"Santa Clara County, CA",US,2020-03-09T14:33:34,38,0,1,37.3541,-121.9552
,San Marino,2020-03-09T14:33:35,36,1,0,43.9424,12.4578
Ontario,Canada,2020-03-09T14:33:35,34,0,4,51.2538,-85.3232
British Columbia,Canada,2020-03-09T14:33:36,32,1,4,53.7267,-127.6476
,Lebanon,2020-03-09T14:33:36,32,0,1,33.8547,35.8623
,Czech Republic,2020-03-09T14:33:37,31,0,0,49.8175,15.4730
"Snohomish County, WA",US,2020-03-09T14:33:37,31,1,0,48.0330,-121.8339
,Finland,2020-03-09T14:33:38,30,0,1,64.0000,26.0000
,Portugal,2020-03-09T14:33:38,30,0,0,39.3999,-8.2245
,Vietnam,2020-03-09T14:33:39,30,0,16,16.0000,108.0000
,Brazil,2020-03-09T14:33:39,25,0,0,-14.2350,-51.9253
,Palestine,2020-03-09T14:33:40,22,0,0,31.9522,35.2332
,Ireland,2020-03-09T14:33:40,21,0,0,53.1424,-7.6921
Grand Princess Cruise Ship,US,2020-03-09T14:33:41,21,0,0,37.6489,-122.6655
,Algeria,2020-03-09T14:33:41,20,0,0,28.0339,1.6596
,Philippines,2020-03-09T14:33:42,20,1,1,13.0000,122.0000
,Indonesia,2020-03-09T14:33:42,19,0,0,-0.7893,113.9213
"New York County, NY",US,2020-03-09T14:33:43,19,0,0,40.7128,-74.0060
Qinghai,Mainland China,2020-03-09T14:33:43,18,0,18,35.7452,95.9956
,Qatar,2020-03-09T14:33:44,18,0,0,25.3548,51.1839
,Russia,2020-03-09T14:33:44,17,0,3,60.0000,90.0000
"Nassau County, NY",US,2020-03-09T14:33:45,17,0,0,40.6546,-73.5594
,Oman,2020-03-09T14:33:45,16,0,2,21.0000,57.0000
,Poland,2020-03-09T14:33:46,16,0,0,51.9194,19.1451
,Slovenia,2020-03-09T14:33:46,16,0,0,46.1512,14.9955
Queensland,Australia,2020-03-09T14:33:47,15,0,8,-28.0167,153.4000
Victoria,Australia,2020-03-09T14:33:47,15,0,7,-37.8136,144.9631
,Ecuador,2020-03-09T14:33:48,15,0,0,-1.8312,-78.1834
,Georgia,2020-03-09T14:33:48,15,0,0,42.3154,43.3569
,Romania,2020-03-09T14:33:49,15,0,3,46.0000,25.0000
,Saudi Arabia,2020-03-09T14:33:49,15,0,0,24.0000,45.0000
"Los Angeles, CA",US,2020-03-09T14:33:50,14,0,0,34.0522,-118.2437
,Argentina,2020-03-09T14:33:50,12,1,0,-38.4161,-63.6167
,Croatia,2020-03-09T14:33:51,12,0,0,45.1667,15.5000
"Contra Costa County, CA",US,2020-03-09T14:33:51,12,0,0,37.8534,-121.9018
,Estonia,2020-03-09T14:33:52,10,0,0,58.5953,25.0136
Macau,Macau,2020-03-09T14:33:52,10,0,10,22.1667,113.5500
,Azerbaijan,2020-03-09T14:33:53,9,0,0,40.1431,47.5769
,Costa Rica,2020-03-09T14:33:53,9,0,0,9.7489,-83.7534
,Hungary,2020-03-09T14:33:54,9,0,0,47.1625,19.5033
"San Francisco County, CA",US,2020-03-09T14:33:54,9,0,0,37.7749,-122.4194
,Chile,2020-03-09T14:33:55,8,0,0,-35.6751,-71.5430
"Suffolk County, MA",US,2020-03-09T14:33:55,8,0,1,42.3601,-71.0589
"Washington County, OR",US,2020-03-09T14:33:56,8,0,0,45.5470,-123.1386
South Australia,Australia,2020-03-09T14:33:56,7,0,2,-34.9285,138.6007
Alberta,Canada,2020-03-09T14:33:57,7,0,0,53.9333,-116.5765
,Mexico,2020-03-09T14:33:57,7,0,1,23.0000,-102.0000
,Peru,2020-03-09T14:33:58,7,0,0,-9.1900,-75.0152
"Cook County, IL",US,2020-03-09T14:33:58,7,0,2,41.7377,-87.6976
"Middlesex County, MA",US,2020-03-09T14:33:59,7,0,0,42.4672,-71.2874
"Placer County, CA",US,2020-03-09T14:33:59,7,1,0,39.0916,-120.8039
,Belarus,2020-03-09T14:33:60,6,0,1,53.7098,27.9534
,Latvia,2020-03-09T14:33:60,6,0,0,56.8796,24.6032
,Pakistan,2020-03-09T14:33:61,6,0,1,30.3753,69.3451
"Fort Bend County, TX",US,2020-03-09T14:33:61,6,0,0,29.5693,-95.8143
"Harris County, TX",US,2020-03-09T14:33:62,6,0,0,29.7752,-95.3103
"Norfolk County, MA",US,2020-03-09T14:33:62,6,0,0,42.1767,-71.1449
,Dominican Republic,2020-03-09T14:33:63,5,0,0,18.7357,-70.1627
,French Guiana,2020-03-09T14:33:63,5,0,0,3.9339,-53.1258
,New Zealand,2020-03-09T14:33:64,5,0,0,-40.9006,174.8860
"Fulton County, GA",US,2020-03-09T14:33:64,5,0,0,33.8034,-84.3963
"Montgomery County, PA",US,2020-03-09T14:33:65,5,0,0,40.2290,-75.3879
"Unassigned Location, WA",US,2020-03-09T14:33:65,5,0,0,47.7511,-120.7401
,Afghanistan,2020-03-09T14:33:66,4,0,0,33.0000,65.0000
Western Australia,Australia,2020-03-09T14:33:66,4,1,0,-31.9505,115.8605
,Bulgaria,2020-03-09T14:33:67,4,0,0,42.7339,25.4858
,Maldives,2020-03-09T14:33:67,4,0,0,3.2028,73.2207
,Senegal,2020-03-09T14:33:68,4,0,1,14.4974,-14.4524
"Bergen County, NJ",US,2020-03-09T14:33:68,4,0,0,40.9263,-74.0770
"Grafton County, NH",US,2020-03-09T14:33:69,4,0,0,43.9088,-71.8260
"Kershaw County, SC",US,2020-03-09T14:33:69,4,0,0,34.3672,-80.5883
"Montgomery County, MD",US,2020-03-09T14:33:70,4,0,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-09T14:33:70,4,0,0,33.7879,-117.8531
"Pierce County, WA",US,2020-03-09T14:33:71,4,0,0,47.0676,-122.1295
"Rockland County, NY",US,2020-03-09T14:33:71,4,0,0,41.1489,-73.9830
,Bangladesh,2020-03-09T14:33:72,3,0,0,23.6850,90.3563
,Bosnia and Herzegovina,2020-03-09T14:33:72,3,0,0,43.9159,17.6791
Quebec,Canada,2020-03-09T14:33:73,3,0,0,52.9399,-73.5491
,Luxembourg,2020-03-09T14:33:73,3,0,0,49.8144,6.1317
,Malta,2020-03-09T14:33:74,3,0,0,35.9375,14.3754
,North Macedonia,2020-03-09T14:33:74,3,0,0,41.6086,21.7453
,Slovakia,2020-03-09T14:33:75,3,0,0,48.6690,19.6990
,South Africa,2020-03-09T14:33:75,3,0,0,-30.5595,22.9375
"Broward County, FL",US,2020-03-09T14:33:76,3,0,0,26.1901,-80.3659
"Cobb County, GA",US,2020-03-09T14:33:76,3,0,0,33.8999,-84.5641
"Douglas County, CO",US,2020-03-09T14:33:77,3,0,0,39.2587,-104.9389
"Douglas County, NE",US,2020-03-09T14:33:77,3,0,0,41.3148,-96.1951
"Johnson County, IA",US,2020-03-09T14:33:78,3,0,0,41.6699,-91.5984
"Maricopa County, AZ",US,2020-03-09T14:33:78,3,0,1,33.2918,-112.4291
"Providence County, RI",US,2020-03-09T14:33:79,3,0,0,41.8882,-71.4774
"San Diego County, CA",US,2020-03-09T14:33:79,3,0,1,32.7157,-117.1611
"Sonoma County, CA",US,2020-03-09T14:33:80,3,0,0,38.5780,-122.9888
,Albania,2020-03-09T14:33:80,2,0,0,41.1533,20.1683
Tasmania,Australia,2020-03-09T14:33:81,2,0,0,-41.4545,145.9707
,Cambodia,2020-03-09T14:33:81,2,0,1,11.5500,104.9167
,Cameroon,2020-03-09T14:33:82,2,0,0,3.8480,11.5021
,Cyprus,2020-03-09T14:33:82,2,0,0,35.1264,33.4299
,Faroe Islands,2020-03-09T14:33:83,2,0,0,61.8926,-6.9118
,Martinique,2020-03-09T14:33:83,2,0,0,14.6415,-61.0242
,Morocco,2020-03-09T14:33:84,2,0,0,31.7917,-7.0926
,Nigeria,2020-03-09T14:33:84,2,0,0,9.0820,8.6753
,St. Martin,2020-03-09T14:33:85,2,0,0,18.0708,-63.0501
,Tunisia,2020-03-09T14:33:85,2,0,0,33.8869,9.5375
"Alameda County, CA",US,2020-03-09T14:33:86,2,0,0,37.6017,-121.7195
"Clark County, NV",US,2020-03-09T14:33:86,2,0,0,36.0796,-115.0940
"Denver County, CO",US,2020-03-09T14:33:87,2,0,0,39.7392,-104.9903
"Fairfax County, VA",US,2020-03-09T14:33:87,2,0,0,38.9085,-77.2405
"Harrison County, KY",US,2020-03-09T14:33:88,2,0,0,38.4333,-84.3542
"Hendricks County, IN",US,2020-03-09T14:33:88,2,0,0,39.8065,-86.5401
"Hillsborough, FL",US,2020-03-09T14:33:89,2,0,0,27.9904,-82.3018
"Honolulu County, HI",US,2020-03-09T14:33:89,2,0,0,21.3070,-157.8584
"Jackson County, OR ",US,2020-03-09T14:33:90,2,0,0,42.3345,-122.7647
"Lee County, FL",US,2020-03-09T14:33:90,2,1,0,26.6630,-81.9535
"Manatee County, FL",US,2020-03-09T14:33:91,2,0,0,27.4799,-82.3452
"Pinal County, AZ",US,2020-03-09T14:33:91,2,0,0,32.8162,-111.2845
"Sacramento County, CA",US,2020-03-09T14:33:92,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-09T14:33:92,2,0,0,36.5761,-120.9876
"San Mateo, CA",US,2020-03-09T14:33:93,2,0,0,37.5630,-122.3255
"Saratoga County, NY",US,2020-03-09T14:33:93,2,0,0,43.0324,-73.9360
"Summit County, CO",US,2020-03-09T14:33:94,2,0,0,39.5912,-106.0640
"Washington, D.C.",US,2020-03-09T14:33:94,2,0,0,38.9072,-77.0369
"Washoe County, NV",US,2020-03-09T14:33:95,2,0,0,40.5608,-119.6035
,Andorra,2020-03-09T14:33:95,1,0,0,42.5063,1.5218
,Armenia,2020-03-09T14:33:96,1,0,0,40.0691,45.0382
,Bhutan,2020-03-09T14:33:96,1,0,0,27.5142,90.4336
,Brunei,2020-03-09T14:33:97,1,0,0,4.5353,114.7277
,Colombia,2020-03-09T14:33:97,1,0,0,4.5709,-74.2973
,Gibraltar,2020-03-09T14:33:98,1,0,0,36.1408,-5.3536
,Jordan,2020-03-09T14:33:98,1,0,0,31.2400,36.5100
,Liechtenstein,2020-03-09T14:33:99,1,0,0,47.1400,9.5500
,Lithuania,2020-03-09T14:33:99,1,0,0,55.1694,23.8813
Tibet,Mainland China,2020-03-09T14:33:100,1,0,1,31.6927,88.0924
,Moldova,2020-03-09T14:33:100,1,0,0,47.4116,28.3699
,Monaco,2020-03-09T14:33:101,1,0,0,43.7333,7.4167
,Nepal,2020-03-09T14:33:101,1,0,1,28.1667,84.2500
,Paraguay,2020-03-09T14:33:102,1,0,0,-23.4425,-58.4438
,Saint Barthelemy,2020-03-09T14:33:102,1,0,0,17.9000,-62.8333
,Serbia,2020-03-09T14:33:103,1,0,0,44.0165,21.0059
,Sri Lanka,2020-03-09T14:33:103,1,0,1,7.0000,81.0000
,Togo,2020-03-09T14:33:104,1,0,0,8.6195,0.8248
"Bennington County, VT",US,2020-03-09T14:33:104,1,0,0,43.0279,-73.1350
"Berkshire County, MA",US,2020-03-09T14:33:105,1,0,0,42.3118,-73.1822
"Carver County, MN",US,2020-03-09T14:33:105,1,0,0,44.8254,-93.7842
"Charleston County, SC",US,2020-03-09T14:33:106,1,0,0,32.7957,-79.7848
"Charlotte County, FL",US,2020-03-09T14:33:106,1,0,0,26.8946,-81.9098
"Chatham County, NC",US,2020-03-09T14:33:107,1,0,0,35.7211,-79.1781
"Cherokee County, GA",US,2020-03-09T14:33:107,1,0,0,34.2515,-84.4803
"Clark County, WA",US,2020-03-09T14:33:108,1,0,0,45.7466,-122.5194
"Collin County, TX",US,2020-03-09T14:33:108,1,0,0,33.1795,-96.4930
"Davidson County, TN",US,2020-03-09T14:33:109,1,0,0,36.1343,-86.8220
"Davis County, UT",US,2020-03-09T14:33:109,1,0,0,40.9629,-112.0953
"Delaware County, PA",US,2020-03-09T14:33:110,1,0,0,39.9078,-75.3879
"Douglas County, OR",US,2020-03-09T14:33:110,1,0,0,43.1261,-123.2492
"El Paso County, CO",US,2020-03-09T14:33:111,1,0,0,38.9108,-104.4723
"Fairfield County, CT",US,2020-03-09T14:33:111,1,0,0,41.2560,-73.3709
"Fayette County, KY",US,2020-03-09T14:33:112,1,0,0,38.0606,-84.4803
"Fresno County, CA",US,2020-03-09T14:33:112,1,0,0,36.9859,-119.2321
"Grant County, WA",US,2020-03-09T14:33:113,1,1,0,47.1981,-119.3732
"Harford County, MD",US,2020-03-09T14:33:113,1,0,0,39.5839,-76.3637
"Hudson County, NJ",US,2020-03-09T14:33:114,1,0,0,40.7453,-74.0535
"Humboldt County, CA",US,2020-03-09T14:33:114,1,0,0,40.7450,-123.8695
"Jefferson County, KY",US,2020-03-09T14:33:115,1,0,0,38.1938,-85.6435
"Jefferson County, WA",US,2020-03-09T14:33:115,1,0,0,47.7425,-123.3040
"Jefferson Parish, LA",US,2020-03-09T14:33:116,1,0,0,29.6499,-90.1121
"Johnson County, KS",US,2020-03-09T14:33:116,1,0,0,38.8454,-94.8521
"Kittitas County, WA",US,2020-03-09T14:33:117,1,0,0,47.1750,-120.9319
"Klamath County, OR",US,2020-03-09T14:33:117,1,0,0,42.6953,-121.6142
"Madera County, CA",US,2020-03-09T14:33:118,1,0,0,37.2519,-119.6963
"Madison, WI",US,2020-03-09T14:33:118,1,0,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-09T14:33:119,1,0,0,39.8362,-86.1752
"Marion County, OR",US,2020-03-09T14:33:119,1,0,0,44.8446,-122.5927
"Okaloosa County, FL",US,2020-03-09T14:33:120,1,0,0,30.5773,-86.6611
"Plymouth County, MA",US,2020-03-09T14:33:120,1,0,0,42.1615,-70.7928
"Polk County, GA",US,2020-03-09T14:33:121,1,0,0,34.0132,-85.1479
"Ramsey County, MN",US,2020-03-09T14:33:121,1,0,0,44.9964,-93.0616
"Riverside County, CA",US,2020-03-09T14:33:122,1,0,0,33.9533,-117.3961
"Rockingham County, NH",US,2020-03-09T14:33:122,1,0,0,42.9931,-71.0498
"San Antonio, TX",US,2020-03-09T14:33:123,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-09T14:33:123,1,1,0,30.7690,-86.9824
"Sarasota, FL",US,2020-03-09T14:33:124,1,0,0,27.3364,-82.5307
"Shasta County, CA",US,2020-03-09T14:33:124,1,0,0,40.7909,-121.8474
"Shelby County, TN",US,2020-03-09T14:33:125,1,0,0,35.1269,-89.9253
"Spartanburg County, SC",US,2020-03-09T14:33:125,1,0,0,34.8606,-81.9535
"Spokane County, WA",US,2020-03-09T14:33:126,1,0,0,47.6587,-117.4225
"St. Louis County, MO",US,2020-03-09T14:33:126,1,0,0,38.6103,-90.4125
"Suffolk County, NY",US,2020-03-09T14:33:127,1,0,0,40.9849,-72.6151
"Tulsa County, OK",US,2020-03-09T14:33:127,1,0,0,36.1593,-95.9410
"Ulster County, NY",US,2020-03-09T14:33:128,1,0,0,41.8586,-74.3118
"Umatilla, OR",US,2020-03-09T14:33:128,1,0,0,45.7750,-118.7606
"Unknown Location, MA",US,2020-03-09T14:33:129,1,0,0,42.4072,-71.3824
"Volusia County, FL",US,2020-03-09T14:33:129,1,0,0,29.0280,-81.0755
"Wake County, NC",US,2020-03-09T14:33:130,1,0,0,35.8032,-78.5661
"Wayne County, PA",US,2020-03-09T14:33:130,1,0,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-09T14:33:131,1,0,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-09T14:33:131,1,0,0,38.7646,-121.9018
,Ukraine,2020-03-09T14:33:132,1,0,0,48.3794,31.1656
,Vatican City,2020-03-09T14:33:132,1,0,0,41.9029,12.4534
From Diamond Princess,Australia,2020-03-09T14:33:133,0,0,0,35.4437,139.6380
Northern Territory,Australia,2020-03-09T14:33:133,0,0,0,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-03-09T14:33:134,0,0,0,29.3829,-98.6134
"Montgomery County, TX",US,2020-03-09T14:33:134,0,0,0,30.3213,-95.4778
"Omaha, NE (From Diamond Princess)",US,2020-03-09T14:33:135,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-09T14:33:135,0,0,0,38.2721,-121.9399
