Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
"Santa Clara, CA",US,2020-03-06T14:23:36,20,0,1,37.3541,-121.9552
"Snohomish County, WA",US,2020-03-06T14:23:37,19,1,0,48.0330,-121.8339
"Westchester County, NY",US,2020-03-06T14:23:37,19,0,0,41.1220,-73.7949
,Czech Republic,2020-03-06T14:23:38,18,0,0,49.8175,15.4730
,Ireland,2020-03-06T14:23:38,18,0,0,53.1424,-7.6921
Qinghai,Mainland China,2020-03-06T14:23:39,18,0,18,35.7452,95.9956
,Algeria,2020-03-06T14:23:39,17,0,0,28.0339,1.6596
,Oman,2020-03-06T14:23:40,16,0,2,21.0000,57.0000
,Palestine,2020-03-06T14:23:40,16,0,0,31.9522,35.2332
"New York County, NY",US,2020-03-06T14:23:41,16,0,0,40.7128,-74.0060
,Vietnam,2020-03-06T14:23:41,16,0,16,16.0000,108.0000
,Egypt,2020-03-06T14:23:42,15,0,1,26.0000,30.0000
,Finland,2020-03-06T14:23:42,15,0,1,64.0000,26.0000
Queensland,Australia,2020-03-06T14:23:43,13,0,8,-28.0167,153.4000
,Brazil,2020-03-06T14:23:43,13,0,0,-14.2350,-51.9253
,Ecuador,2020-03-06T14:23:44,13,0,0,-1.8312,-78.1834
,Portugal,2020-03-06T14:23:44,13,0,0,39.3999,-8.2245
,Russia,2020-03-06T14:23:45,13,0,2,60.0000,90.0000
"Los Angeles, CA",US,2020-03-06T14:23:45,13,0,0,34.0522,-118.2437
,Croatia,2020-03-06T14:23:46,11,0,0,45.1667,15.5000
Victoria,Australia,2020-03-06T14:23:46,10,0,7,-37.8136,144.9631
,Estonia,2020-03-06T14:23:47,10,0,0,58.5953,25.0136
Macau,Macau,2020-03-06T14:23:47,10,0,10,22.1667,113.5500
,Romania,2020-03-06T14:23:48,9,0,1,46.0000,25.0000
,Qatar,2020-03-06T14:23:48,8,0,0,25.3548,51.1839
South Australia,Australia,2020-03-06T14:23:49,7,0,2,-34.9285,138.6007
,Slovenia,2020-03-06T14:23:49,7,0,0,46.1512,14.9955
,Azerbaijan,2020-03-06T14:23:50,6,0,0,40.1431,47.5769
,Belarus,2020-03-06T14:23:50,6,0,0,53.7098,27.9534
,Mexico,2020-03-06T14:23:51,6,0,1,23.0000,-102.0000
,Pakistan,2020-03-06T14:23:51,6,0,0,30.3753,69.3451
,Philippines,2020-03-06T14:23:52,5,1,1,13.0000,122.0000
,Poland,2020-03-06T14:23:52,5,0,0,51.9194,19.1451
,Saudi Arabia,2020-03-06T14:23:53,5,0,0,24.0000,45.0000
"Cook County, IL",US,2020-03-06T14:23:53,5,0,2,41.7377,-87.6976
"Placer County, CA",US,2020-03-06T14:23:54,5,1,0,39.0916,-120.8039
"Unassigned Location, WA",US,2020-03-06T14:23:54,5,0,0,47.7511,-120.7401
,Chile,2020-03-06T14:23:55,4,0,0,-35.6751,-71.5430
,Georgia,2020-03-06T14:23:55,4,0,0,42.3154,43.3569
,Indonesia,2020-03-06T14:23:56,4,0,0,-0.7893,113.9213
,New Zealand,2020-03-06T14:23:56,4,0,0,-40.9006,174.8860
,Senegal,2020-03-06T14:23:57,4,0,0,14.4974,-14.4524
Western Australia,Australia,2020-03-06T14:23:57,3,1,0,-31.9505,115.8605
,North Macedonia,2020-03-06T14:23:58,3,0,0,41.6086,21.7453
,Saint Barthelemy,2020-03-06T14:23:58,3,0,0,17.9000,-62.8333
"Contra Costa County, CA",US,2020-03-06T14:23:59,3,0,0,37.8534,-121.9018
"Harris County, TX",US,2020-03-06T14:23:59,3,0,0,29.7752,-95.3103
"Montgomery County, MD",US,2020-03-06T14:23:60,3,0,0,39.1547,-77.2405
"Orange County, CA",US,2020-03-06T14:23:60,3,0,0,33.7879,-117.8531
"San Diego County, CA",US,2020-03-06T14:23:61,3,0,1,32.7157,-117.1611
"Suffolk County, MA",US,2020-03-06T14:23:61,3,0,1,42.3601,-71.0589
,Argentina,2020-03-06T14:23:62,2,0,0,-38.4161,-63.6167
,Bosnia and Herzegovina,2020-03-06T14:23:62,2,0,0,43.9159,17.6791
" Montreal, QC",Canada,2020-03-06T14:23:63,2,0,0,45.5017,-73.5673
,Dominican Republic,2020-03-06T14:23:63,2,0,0,18.7357,-70.1627
,Hungary,2020-03-06T14:23:64,2,0,0,47.1625,19.5033
,Luxembourg,2020-03-06T14:23:64,2,0,0,49.8144,6.1317
,Morocco,2020-03-06T14:23:65,2,0,0,31.7917,-7.0926
" Norfolk County, MA",US,2020-03-06T14:23:65,2,0,0,42.1767,-71.1449
"Bergen County, NJ",US,2020-03-06T14:23:66,2,0,0,40.9263,-74.0770
"Denver County, CO",US,2020-03-06T14:23:66,2,0,0,39.7392,-104.9903
"Fulton County, GA",US,2020-03-06T14:23:67,2,0,0,33.8034,-84.3963
"Grafton County, NH",US,2020-03-06T14:23:67,2,0,0,43.9088,-71.8260
"Hillsborough, FL",US,2020-03-06T14:23:68,2,0,0,27.9904,-82.3018
"Maricopa County, AZ",US,2020-03-06T14:23:68,2,0,0,33.2918,-112.4291
"Providence, RI",US,2020-03-06T14:23:69,2,0,0,41.8240,-71.4128
"Sacramento County, CA",US,2020-03-06T14:23:69,2,0,0,38.4747,-121.3542
"San Benito, CA",US,2020-03-06T14:23:70,2,0,0,36.5761,-120.9876
"San Francisco County, CA",US,2020-03-06T14:23:70,2,0,0,37.7749,-122.4194
"San Mateo, CA",US,2020-03-06T14:23:71,2,0,0,37.5630,-122.3255
"Summit County, CO",US,2020-03-06T14:23:71,2,0,0,39.5912,-106.0640
"Washington County, OR",US,2020-03-06T14:23:72,2,0,0,45.5470,-123.1386
,Afghanistan,2020-03-06T14:23:72,1,0,0,33.0000,65.0000
,Andorra,2020-03-06T14:23:73,1,0,0,42.5063,1.5218
,Armenia,2020-03-06T14:23:73,1,0,0,40.0691,45.0382
Tasmania,Australia,2020-03-06T14:23:74,1,0,0,-41.4545,145.9707
,Bhutan,2020-03-06T14:23:74,1,0,0,27.5142,90.4336
,Cambodia,2020-03-06T14:23:75,1,0,1,11.5500,104.9167
,Cameroon,2020-03-06T14:23:75,1,0,0,3.8480,11.5021
"Calgary, Alberta",Canada,2020-03-06T14:23:76,1,0,0,51.0447,-114.0719
"London, ON",Canada,2020-03-06T14:23:76,1,0,1,42.9849,-81.2453
,Colombia,2020-03-06T14:23:77,1,0,0,4.5709,-74.2973
,Costa Rica,2020-03-06T14:23:77,1,0,0,9.7489,-83.7534
,Faroe Islands,2020-03-06T14:23:78,1,0,0,61.8926,-6.9118
,Gibraltar,2020-03-06T14:23:78,1,0,0,36.1408,-5.3536
,Jordan,2020-03-06T14:23:79,1,0,0,31.2400,36.5100
,Latvia,2020-03-06T14:23:79,1,0,0,56.8796,24.6032
,Liechtenstein,2020-03-06T14:23:80,1,0,0,47.1400,9.5500
,Lithuania,2020-03-06T14:23:80,1,0,0,55.1694,23.8813
Tibet,Mainland China,2020-03-06T14:23:81,1,0,1,31.6927,88.0924
,Monaco,2020-03-06T14:23:81,1,0,0,43.7333,7.4167
,Nepal,2020-03-06T14:23:82,1,0,1,28.1667,84.2500
,Nigeria,2020-03-06T14:23:82,1,0,0,9.0820,8.6753
,Peru,2020-03-06T14:23:83,1,0,0,-9.1900,-75.0152
,Serbia,2020-03-06T14:23:83,1,0,0,44.0165,21.0059
,Slovakia,2020-03-06T14:23:84,1,0,0,48.6690,19.6990
,South Africa,2020-03-06T14:23:84,1,0,0,-30.5595,22.9375
,Sri Lanka,2020-03-06T14:23:85,1,0,1,7.0000,81.0000
,Togo,2020-03-06T14:23:85,1,0,0,8.6195,0.8248
,Tunisia,2020-03-06T14:23:86,1,0,0,34.0000,9.0000
"Berkeley, CA",US,2020-03-06T14:23:86,1,0,0,37.8715,-122.2730
"Chatham County, NC",US,2020-03-06T14:23:87,1,0,0,35.7211,-79.1781
"Clark County, NV",US,2020-03-06T14:23:87,1,0,0,36.0796,-115.0940
"Delaware County, PA",US,2020-03-06T14:23:88,1,0,0,39.9078,-75.3879
"Douglas County, NE",US,2020-03-06T14:23:88,1,0,0,41.3148,-96.1951
"Fayette County, KY",US,2020-03-06T14:23:89,1,0,0,38.0606,-84.4803
"Floyd County, GA",US,2020-03-06T14:23:89,1,0,0,34.2829,-85.2308
"Fort Bend County, TX",US,2020-03-06T14:23:90,1,0,0,29.5693,-95.8143
"Grant County, WA",US,2020-03-06T14:23:90,1,0,0,47.1981,-119.3732
"Humboldt County, CA",US,2020-03-06T14:23:91,1,0,0,40.7450,-123.8695
"Madison, WI",US,2020-03-06T14:23:91,1,0,1,43.0731,-89.4012
"Marion County, IN",US,2020-03-06T14:23:92,1,0,0,39.8362,-86.1752
"Middlesex County, MA",US,2020-03-06T14:23:92,1,0,0,42.4672,-71.2874
"Nassau County, NY",US,2020-03-06T14:23:93,1,0,0,40.6546,-73.5594
"Norwell County, MA",US,2020-03-06T14:23:93,1,0,0,42.1615,-70.7928
"Ramsey County, MN",US,2020-03-06T14:23:94,1,0,0,44.9964,-93.0616
"San Antonio, TX",US,2020-03-06T14:23:94,1,0,0,29.4241,-98.4936
"Santa Rosa County, FL",US,2020-03-06T14:23:95,1,0,0,30.7690,-86.9824
"Sarasota, FL",US,2020-03-06T14:23:95,1,0,0,27.3364,-82.5307
"Sonoma County, CA",US,2020-03-06T14:23:96,1,0,0,38.5780,-122.9888
"Tempe, AZ",US,2020-03-06T14:23:96,1,0,1,33.4255,-111.9400
"Umatilla, OR",US,2020-03-06T14:23:97,1,0,0,45.7750,-118.7606
"Wake County, NC",US,2020-03-06T14:23:97,1,0,0,35.8032,-78.5661
"Washoe County, NV",US,2020-03-06T14:23:98,1,0,0,40.5608,-119.6035
"Wayne County, PA",US,2020-03-06T14:23:98,1,0,0,41.6739,-75.2479
"Williamson County, TN",US,2020-03-06T14:23:99,1,0,0,35.9179,-86.8622
"Yolo County, CA",US,2020-03-06T14:23:99,1,0,0,38.7646,-121.9018
,Ukraine,2020-03-06T14:23:100,1,0,0,48.3794,31.1656
,Vatican City,2020-03-06T14:23:100,1,0,0,41.9029,12.4534
From Diamond Princess,Australia,2020-03-06T14:23:101,0,0,0,35.4437,139.6380
Northern Territory,Australia,2020-03-06T14:23:101,0,0,0,-12.4634,130.8456
"Lackland, TX (From Diamond Princess)",US,2020-03-06T14:23:102,0,0,0,29.3829,-98.6134
"Omaha, NE (From Diamond Princess)",US,2020-03-06T14:23:102,0,0,0,41.2545,-95.9758
"Travis, CA (From Diamond Princess)",US,2020-03-06T14:23:103,0,0,0,38.2721,-121.9399
