Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-17T23:13:06,59989,1789,7862
Guangdong,Mainland China,2020-02-17T23:13:06,1322,4,524
Henan,Mainland China,2020-02-17T23:13:07,1246,16,509
Zhejiang,Mainland China,2020-02-17T23:13:07,1171,0,507
Hunan,Mainland China,2020-02-17T23:13:08,1006,3,498
Anhui,Mainland China,2020-02-17T23:13:08,973,6,280
Jiangxi,Mainland China,2020-02-17T23:13:09,930,1,275
Jiangsu,Mainland China,2020-02-17T23:13:09,626,0,258
Chongqing,Mainland China,2020-02-17T23:13:10,553,5,225
Shandong,Mainland China,2020-02-17T23:13:10,541,2,191
Sichuan,Mainland China,2020-02-17T23:13:11,495,3,156
Heilongjiang,Mainland China,2020-02-17T23:13:11,457,11,85
Diamond Princess cruise ship,Others,2020-02-17T23:13:12,454,0,0
Beijing,Mainland China,2020-02-17T23:13:12,381,4,114
Shanghai,Mainland China,2020-02-17T23:13:13,333,1,161
Hebei,Mainland China,2020-02-17T23:13:13,301,3,122
Fujian,Mainland China,2020-02-17T23:13:14,290,0,90
Shaanxi,Mainland China,2020-02-17T23:13:14,240,0,79
Guangxi,Mainland China,2020-02-17T23:13:15,238,2,53
Yunnan,Mainland China,2020-02-17T23:13:15,171,0,47
Hainan,Mainland China,2020-02-17T23:13:16,163,4,59
Guizhou,Mainland China,2020-02-17T23:13:16,146,1,57
Shanxi,Mainland China,2020-02-17T23:13:17,130,0,53
Tianjin,Mainland China,2020-02-17T23:13:17,125,3,46
Liaoning,Mainland China,2020-02-17T23:13:18,121,1,43
Gansu,Mainland China,2020-02-17T23:13:18,91,2,58
Jilin,Mainland China,2020-02-17T23:13:19,89,1,34
,Singapore,2020-02-17T23:13:19,77,0,24
Xinjiang,Mainland China,2020-02-17T23:13:20,75,1,12
Inner Mongolia,Mainland China,2020-02-17T23:13:20,72,0,8
Ningxia,Mainland China,2020-02-17T23:13:21,70,0,35
,Japan,2020-02-17T23:13:21,66,1,12
Hong Kong,Hong Kong,2020-02-17T23:13:22,60,1,2
,Thailand,2020-02-17T23:13:22,35,0,15
,South Korea,2020-02-17T23:13:23,30,0,10
,Malaysia,2020-02-17T23:13:23,22,0,7
Taiwan,Taiwan,2020-02-17T23:13:24,22,1,2
Qinghai,Mainland China,2020-02-17T23:13:24,18,0,13
,Germany,2020-02-17T23:13:25,16,0,1
,Vietnam,2020-02-17T23:13:25,16,0,7
,France,2020-02-17T23:13:26,12,1,4
Macau,Macau,2020-02-17T23:13:26,10,0,5
,UK,2020-02-17T23:13:27,9,0,8
,United Arab Emirates,2020-02-17T23:13:27,9,0,4
Queensland,Australia,2020-02-17T23:13:28,5,0,0
British Columbia,Canada,2020-02-17T23:13:28,5,0,0
New South Wales,Australia,2020-02-17T23:13:29,4,0,4
Victoria,Australia,2020-02-17T23:13:29,4,0,4
,India,2020-02-17T23:13:30,3,0,3
,Italy,2020-02-17T23:13:30,3,0,0
,Philippines,2020-02-17T23:13:31,3,1,1
South Australia,Australia,2020-02-17T23:13:31,2,0,2
"Toronto, ON",Canada,2020-02-17T23:13:32,2,0,0
,Russia,2020-02-17T23:13:32,2,0,2
,Spain,2020-02-17T23:13:33,2,0,2
"Chicago, IL",US,2020-02-17T23:13:33,2,0,2
"San Benito, CA",US,2020-02-17T23:13:34,2,0,0
"San Diego County, CA",US,2020-02-17T23:13:34,2,0,0
"Santa Clara, CA",US,2020-02-17T23:13:35,2,0,0
,Belgium,2020-02-17T23:13:35,1,0,1
,Cambodia,2020-02-17T23:13:36,1,0,1
"London, ON",Canada,2020-02-17T23:13:36,1,0,1
,Egypt,2020-02-17T23:13:37,1,0,0
,Finland,2020-02-17T23:13:37,1,0,1
Tibet,Mainland China,2020-02-17T23:13:38,1,0,1
,Nepal,2020-02-17T23:13:38,1,0,1
,Sri Lanka,2020-02-17T23:13:39,1,0,1
,Sweden,2020-02-17T23:13:39,1,0,0
"Boston, MA",US,2020-02-17T23:13:40,1,0,0
"Los Angeles, CA",US,2020-02-17T23:13:40,1,0,0
"Madison, WI",US,2020-02-17T23:13:41,1,0,0
"Orange, CA",US,2020-02-17T23:13:41,1,0,0
"San Antonio, TX",US,2020-02-17T23:13:42,1,0,0
"Seattle, WA",US,2020-02-17T23:13:42,1,0,1
"Tempe, AZ",US,2020-02-17T23:13:43,1,0,0
